Sample,link,miRW-Imp
TCGA_GC_A3WC_01A,CD4_LCK,1.95422
TCGA_GC_A3WC_01A,CD4_HLA-DMB,2.18016
TCGA_GC_A3WC_01A,CD4_IL5,0.83847
TCGA_GC_A3WC_01A,CD4_PDCD1LG2,1.54671
TCGA_GC_A3WC_01A,CD4_SKP1,1.91198
TCGA_GC_A3WC_01A,CD4_ENPEP,1.09804
TCGA_GC_A3WC_01A,CD4_HLA-DRB5,3.15557
TCGA_GC_A3WC_01A,CD4_HLA-DOB,1.73885
TCGA_GC_A3WC_01A,CD4_PRF1,1.85711
TCGA_GC_A3WC_01A,CD4_HLA-DPA1,3.14836
TCGA_GC_A3WC_01A,CD4_IL10,1.03487
TCGA_GC_A3WC_01A,CD4_FCGR3A,2.18844
TCGA_GC_A3WC_01A,CD4_IFNG,1.54114
TCGA_GC_A3WC_01A,CD4_CD80,1.53889
TCGA_GC_A3WC_01A,CD4_CD8A,2.00966
TCGA_GC_A3WC_01A,CD4_ERVW-1,0.89359
TCGA_GC_A3WC_01A,CD4_GOLPH3,2.08353
TCGA_GC_A3WC_01A,CD4_FYN,1.81386
TCGA_GC_A3WC_01A,CD4_CD40,2.20909
TCGA_GC_A3WC_01A,CD4_FBXW11,1.71541
TCGA_GC_A3WC_01A,CD4_GZMB,1.99038
TCGA_GC_A3WC_01A,CD4_ITIH4,0.91752
TCGA_GC_A3WC_01A,CD4_HLA-DRA,3.61124
TCGA_GC_A3WC_01A,CD4_IL22,0.77171
TCGA_GC_A3WC_01A,CD4_IL2RA,1.36431
TCGA_GC_A3WC_01A,CD4_IL7R,1.66087
TCGA_GC_A3WC_01A,CD4_CD82,2.23573
TCGA_GC_A3WC_01A,CD4_FCGR3B,0.89142
TCGA_GC_A3WC_01A,CD4_TLR4,1.60452
TCGA_GC_A3WC_01A,CD4_FCGR1A,1.19995
TCGA_GC_A3WC_01A,CD4_LAG3,1.74848
TCGA_GC_A3WC_01A,CD4_CD8B2,0.78769
TCGA_GC_A3WC_01A,CD4_PTPRC,2.38914
TCGA_GC_A3WC_01A,CD4_ICOS,1.27975
TCGA_GC_A3WC_01A,CD4_ITGAX,1.84969
TCGA_GC_A3WC_01A,CD4_HLA-DQA2,2.61065
TCGA_GC_A3WC_01A,CD4_CD44,2.89664
TCGA_GC_A3WC_01A,CD4_CD40LG,1.47238
TCGA_GC_A3WC_01A,CD4_CXCR4,2.92295
TCGA_GC_A3WC_01A,CD4_TNF,1.45141
TCGA_GC_A3WC_01A,CD4_IL1B,1.80746
TCGA_GC_A3WC_01A,CD4_CD7,1.82172
TCGA_GC_A3WC_01A,CD4_PDCD1,1.69821
TCGA_GC_A3WC_01A,CD4_IL7,1.16661
TCGA_GC_A3WC_01A,CD4_CD86,2.13198
TCGA_GC_A3WC_01A,CD4_SYK,2.79774
TCGA_GC_A3WC_01A,CD4_CTLA4,1.63391
TCGA_GC_A3WC_01A,CD4_CD69,1.64442
TCGA_GC_A3WC_01A,CD4_HLA-DPB1,2.60063
TCGA_GC_A3WC_01A,CD4_IL2,1.15044
TCGA_GC_A3WC_01A,CD4_CD81,2.50313
TCGA_GC_A3WC_01A,CD4_ICAM1,2.36185
TCGA_GC_A3WC_01A,CD4_RBX1,1.93934
TCGA_GC_A3WC_01A,CD4_SELL,1.7099
TCGA_GC_A3WC_01A,CD4_HLA-DOA,2.16641
TCGA_GC_A3WC_01A,CD4_IL13,1.21863
TCGA_GC_A3WC_01A,CD4_HLA-DQB1,2.24667
TCGA_GC_A3WC_01A,CD4_TRAT1,1.10994
TCGA_GC_A3WC_01A,CD4_CD8B,1.21838
TCGA_GC_A3WC_01A,CD4_FOXP3,1.51361
TCGA_GC_A3WC_01A,CD4_ITGAM,1.65302
TCGA_GC_A3WC_01A,CD4_TBX21,1.26825
TCGA_GC_A3WC_01A,CD4_PLAT,1.68183
TCGA_GC_A3WC_01A,CD4_IL15,1.46173
TCGA_GC_A3WC_01A,CD4_FN1,2.61612
TCGA_GC_A3WC_01A,CD4_CD5,1.6099
TCGA_GC_A3WC_01A,CD4_CXCR5,0.79793
TCGA_GC_A3WC_01A,CD4_CUL1,2.0698
TCGA_GC_A3WC_01A,CD4_ZAP70,1.9166
TCGA_GC_A3WC_01A,CD4_IL6,2.2746
TCGA_GC_A3WC_01A,CD4_IL4,1.12293
TCGA_GC_A3WC_01A,CD4_HLA-DMA,2.53018
TCGA_GC_A3WC_01A,CD4_IL16,1.43966
TCGA_GC_A3WC_01A,CD4_HLA-DRB1,3.44354
TCGA_GC_A3WC_01A,CD4_HLA-DQA1,2.32502
TCGA_GC_A3WC_01A,CD4_IL17A,0.86082
TCGA_GC_A3WC_01A,CACNA1C_CACNG3,0.00209
TCGA_GC_A3WC_01A,CACNA1D_CACNG3,0.00124
TCGA_GC_A3WC_01A,CACNA1F_CACNG3,0.0011
TCGA_GC_A3WC_01A,CACNA1S_CACNG3,0.00084
TCGA_GC_A3WC_01A,CACNA2D1_CACNG3,0.00563
TCGA_GC_A3WC_01A,CACNA2D4_CACNG3,0.00668
TCGA_GC_A3WC_01A,CACNB1_CACNG3,0.00968
TCGA_GC_A3WC_01A,CACNB3_CACNG3,0.01313
TCGA_GC_A3WC_01A,CACNB4_CACNG3,0.01211
TCGA_GC_A3WC_01A,CACNG1_CACNG3,0.01128
TCGA_GC_A3WC_01A,CACNG3_CACNG7,0.0108
TCGA_GC_A3WC_01A,CACNG3_CACNG8,0.01038
TCGA_GC_A3WC_01A,CACNG3_CACNG4,0.01006
TCGA_GC_A3WC_01A,CACNG3_GRIA2,0.01031
TCGA_GC_A3WC_01A,CACNG3_CACNG6,0.00969
TCGA_GC_A3WC_01A,CALM3_CAMK1G,0.08268
TCGA_GC_A3WC_01A,CAMK1G_NOS3,0.03309
TCGA_GC_A3WC_01A,CANX_CFTR,1.6267
TCGA_GC_A3WC_01A,CFTR_PRKACG,0.21041
TCGA_GC_A3WC_01A,CFTR_RNF5,1.00576
TCGA_GC_A3WC_01A,CFTR_GOPC,0.67788
TCGA_GC_A3WC_01A,CFTR_SLC26A9,0.2724
TCGA_GC_A3WC_01A,CFTR_YWHAB,1.09108
TCGA_GC_A3WC_01A,CFTR_PRKAG3,0.18987
TCGA_GC_A3WC_01A,CFTR_DERL1,0.80646
TCGA_GC_A3WC_01A,CFTR_TJP1,0.82446
TCGA_GC_A3WC_01A,CFTR_PRKAG1,0.83015
TCGA_GC_A3WC_01A,CFTR_PRKAB2,0.65711
TCGA_GC_A3WC_01A,CFTR_HSPA8,2.21798
TCGA_GC_A3WC_01A,CFTR_SLC9A3R2,0.60034
TCGA_GC_A3WC_01A,CFTR_PRKAB1,0.67135
TCGA_GC_A3WC_01A,CFTR_HSP90AA1,2.3329
TCGA_GC_A3WC_01A,CFTR_KCNJ1,0.19358
TCGA_GC_A3WC_01A,CFTR_FLNA,1.64188
TCGA_GC_A3WC_01A,CFTR_PRKAG2,0.35245
TCGA_GC_A3WC_01A,CFTR_YWHAG,1.25113
TCGA_GC_A3WC_01A,CFTR_PRKAA1,0.78464
TCGA_GC_A3WC_01A,CFTR_HSPA4,1.18278
TCGA_GC_A3WC_01A,CFTR_VCP,1.1194
TCGA_GC_A3WC_01A,CFTR_HSP90AB1,2.47259
TCGA_GC_A3WC_01A,CFTR_PRKAA2,0.23828
TCGA_GC_A3WC_01A,CFTR_SLC26A6,0.41097
TCGA_GC_A3WC_01A,CFTR_PDZK1,0.22186
TCGA_GC_A3WC_01A,CFTR_USP10,0.89275
TCGA_GC_A3WC_01A,CFTR_YWHAZ,1.69755
TCGA_GC_A3WC_01A,CFTR_SLC9A3R1,1.61869
TCGA_GC_A3WC_01A,CFTR_STUB1,0.6802
TCGA_GC_A3WC_01A,CCDC105_MRPS10,0.76966
TCGA_GC_A3WC_01A,ERAL1_MRPS10,2.07218
TCGA_GC_A3WC_01A,HIBCH_MRPS10,1.49829
TCGA_GC_A3WC_01A,MED1_MRPS10,2.21401
TCGA_GC_A3WC_01A,MRPL12_MRPS10,2.10874
TCGA_GC_A3WC_01A,MRPL17_MRPS10,2.4135
TCGA_GC_A3WC_01A,MRPL18_MRPS10,2.11742
TCGA_GC_A3WC_01A,MRPL21_MRPS10,2.27928
TCGA_GC_A3WC_01A,MRPL3_MRPS10,2.32151
TCGA_GC_A3WC_01A,MRPL33_MRPS10,2.29199
TCGA_GC_A3WC_01A,MRPL36_MRPS10,2.35841
TCGA_GC_A3WC_01A,MRPL50_MRPS10,1.77682
TCGA_GC_A3WC_01A,MRPL51_MRPS10,2.1638
TCGA_GC_A3WC_01A,MRPS10_MRPS23,1.72771
TCGA_GC_A3WC_01A,MRPS10_RPL26,2.00525
TCGA_GC_A3WC_01A,MRPS10_UBA52,3.09296
TCGA_GC_A3WC_01A,MRPS10_RPS6,3.41879
TCGA_GC_A3WC_01A,MRPS10_MRPS28,1.33901
TCGA_GC_A3WC_01A,MRPS10_RPS15,3.18477
TCGA_GC_A3WC_01A,MRPS10_RPS2,3.32124
TCGA_GC_A3WC_01A,MRPS10_MRPS24,0.89862
TCGA_GC_A3WC_01A,MRPS10_RPS8,3.3542
TCGA_GC_A3WC_01A,MRPS10_RPL37A,2.74328
TCGA_GC_A3WC_01A,MRPS10_MRPS6,2.17315
TCGA_GC_A3WC_01A,MRPS10_RPL24,3.26773
TCGA_GC_A3WC_01A,MRPS10_MTIF3,1.84051
TCGA_GC_A3WC_01A,MRPS10_MRPS33,1.65384
TCGA_GC_A3WC_01A,MRPS10_MRPS9,2.1711
TCGA_GC_A3WC_01A,MRPS10_MRPS25,1.67855
TCGA_GC_A3WC_01A,MRPS10_RPL23A,2.65152
TCGA_GC_A3WC_01A,MRPS10_RPS25,3.32361
TCGA_GC_A3WC_01A,MRPS10_MRPS31,1.89983
TCGA_GC_A3WC_01A,MRPS10_MRPS22,1.78627
TCGA_GC_A3WC_01A,MRPS10_RPS5,3.12308
TCGA_GC_A3WC_01A,MRPS10_RPS28,3.14573
TCGA_GC_A3WC_01A,MRPS10_MRPS18A,1.84309
TCGA_GC_A3WC_01A,MRPS10_RPS7,3.09975
TCGA_GC_A3WC_01A,MRPS10_POLR1C,1.50175
TCGA_GC_A3WC_01A,MRPS10_RPL4,3.03803
TCGA_GC_A3WC_01A,MRPS10_RPLP1,3.31894
TCGA_GC_A3WC_01A,MRPS10_POLR2C,2.28018
TCGA_GC_A3WC_01A,MRPS10_RPS17,1.78928
TCGA_GC_A3WC_01A,MRPS10_RPL30,2.68761
TCGA_GC_A3WC_01A,MRPS10_RPL5,3.30651
TCGA_GC_A3WC_01A,MRPS10_MRPS26,2.27766
TCGA_GC_A3WC_01A,MRPS10_WDR31,1.22541
TCGA_GC_A3WC_01A,CCL11_CX3CL1,1.58535
TCGA_GC_A3WC_01A,CCL20_CX3CL1,1.93969
TCGA_GC_A3WC_01A,CCL21_CX3CL1,2.17925
TCGA_GC_A3WC_01A,CCL4_CX3CL1,2.32062
TCGA_GC_A3WC_01A,CCL5_CX3CL1,2.81159
TCGA_GC_A3WC_01A,CCR1_CX3CL1,1.75733
TCGA_GC_A3WC_01A,CCR2_CX3CL1,1.74552
TCGA_GC_A3WC_01A,CCR3_CX3CL1,1.06838
TCGA_GC_A3WC_01A,CCR5_CX3CL1,1.94399
TCGA_GC_A3WC_01A,CCR7_CX3CL1,1.96312
TCGA_GC_A3WC_01A,CD200R1_CX3CL1,1.58959
TCGA_GC_A3WC_01A,CSF2_CX3CL1,1.51284
TCGA_GC_A3WC_01A,CSF3_CX3CL1,1.80815
TCGA_GC_A3WC_01A,CX3CL1_IFNG,1.46011
TCGA_GC_A3WC_01A,CX3CL1_CXCL1,1.68391
TCGA_GC_A3WC_01A,CX3CL1_FGF13,1.10445
TCGA_GC_A3WC_01A,CX3CL1_FGF2,1.4798
TCGA_GC_A3WC_01A,CX3CL1_CXCR4,2.93365
TCGA_GC_A3WC_01A,CX3CL1_CXCR1,1.14541
TCGA_GC_A3WC_01A,CX3CL1_CX3CR1,1.47832
TCGA_GC_A3WC_01A,CX3CL1_CXCR6,1.68823
TCGA_GC_A3WC_01A,CX3CL1_CXCR3,1.83132
TCGA_GC_A3WC_01A,CX3CL1_CXCR2,1.64341
TCGA_GC_A3WC_01A,CX3CL1_CXCL9,2.99984
TCGA_GC_A3WC_01A,CX3CL1_EGF,1.76651
TCGA_GC_A3WC_01A,CX3CL1_CXCL16,2.14122
TCGA_GC_A3WC_01A,CX3CL1_CXCL10,3.19056
TCGA_GC_A3WC_01A,UBA52_USP28,2.71942
TCGA_GC_A3WC_01A,RPS27A_USP28,2.78758
TCGA_GC_A3WC_01A,CDH1_SNAI2,2.2828
TCGA_GC_A3WC_01A,HDAC1_SNAI2,2.44082
TCGA_GC_A3WC_01A,KDM1A_SNAI2,2.64629
TCGA_GC_A3WC_01A,SNAI2_TP53,2.44741
TCGA_GC_A3WC_01A,SNAI2_SOX9,2.03099
TCGA_GC_A3WC_01A,SNAI2_TWIST1,1.71808
TCGA_GC_A3WC_01A,CDH17_CTNND2,0.35941
TCGA_GC_A3WC_01A,CDH17_VCL,1.17119
TCGA_GC_A3WC_01A,CDH17_PECAM1,1.30408
TCGA_GC_A3WC_01A,CDH17_OCLN,0.37828
TCGA_GC_A3WC_01A,CDH17_DSP,1.72774
TCGA_GC_A3WC_01A,CDH17_KDR,0.92862
TCGA_GC_A3WC_01A,CDH17_PSEN1,1.16584
TCGA_GC_A3WC_01A,CDH17_CTNND1,0.86784
TCGA_GC_A3WC_01A,CDH17_CTNNA2,0.31778
TCGA_GC_A3WC_01A,CDH17_CTNNA1,1.65038
TCGA_GC_A3WC_01A,CDH17_NECTIN1,1.75684
TCGA_GC_A3WC_01A,CDH17_CTNNB1,1.54268
TCGA_GC_A3WC_01A,CDH17_KLRG1,0.40795
TCGA_GC_A3WC_01A,CDH17_TJP1,1.11129
TCGA_GC_A3WC_01A,CEL_CPA1,0.03395
TCGA_GC_A3WC_01A,CELA3A_CPA1,0.00742
TCGA_GC_A3WC_01A,CELA3B_CPA1,0.00771
TCGA_GC_A3WC_01A,CPA1_CPA2,0.00799
TCGA_GC_A3WC_01A,CPA1_CTRC,0.00827
TCGA_GC_A3WC_01A,CPA1_CTRB1,0.00852
TCGA_GC_A3WC_01A,CPA1_CTRB2,0.00856
TCGA_GC_A3WC_01A,CPA1_CPB1,0.00926
TCGA_GC_A3WC_01A,CPA1_CPA3,0.02613
TCGA_GC_A3WC_01A,HSP90AA1_RPAP3,3.22415
TCGA_GC_A3WC_01A,FLNA_RALA,2.20774
TCGA_GC_A3WC_01A,HSPA4_PGLYRP1,0.70031
TCGA_GC_A3WC_01A,HSP90AB1_RPAP3,3.33961
TCGA_GC_A3WC_01A,CH25H_CYP51A1,0.36171
TCGA_GC_A3WC_01A,CYP51A1_NSDHL,0.58908
TCGA_GC_A3WC_01A,CYP51A1_DHCR24,0.89976
TCGA_GC_A3WC_01A,CYP51A1_SIGMAR1,0.70604
TCGA_GC_A3WC_01A,CYP51A1_HMGCS1,0.49807
TCGA_GC_A3WC_01A,CYP51A1_POR,0.55489
TCGA_GC_A3WC_01A,CYP51A1_ERG28,0.6581
TCGA_GC_A3WC_01A,CYP51A1_SC5D,0.49741
TCGA_GC_A3WC_01A,CYP51A1_FDFT1,0.75445
TCGA_GC_A3WC_01A,CYP51A1_HSD17B7,0.21307
TCGA_GC_A3WC_01A,CYP51A1_SREBF2,0.71403
TCGA_GC_A3WC_01A,CYP51A1_DHCR7,0.64427
TCGA_GC_A3WC_01A,CYP51A1_LBR,0.95913
TCGA_GC_A3WC_01A,CYP51A1_LSS,0.45294
TCGA_GC_A3WC_01A,CYP51A1_HMGCS2,0.16229
TCGA_GC_A3WC_01A,CYP51A1_FAXDC2,0.2874
TCGA_GC_A3WC_01A,CYP51A1_IDI1,0.5034
TCGA_GC_A3WC_01A,CYP51A1_SQLE,0.61883
TCGA_GC_A3WC_01A,CYP51A1_HMGCR,0.49332
TCGA_GC_A3WC_01A,CYP51A1_TM7SF2,0.37492
TCGA_GC_A3WC_01A,CYP51A1_MSMO1,0.61992
TCGA_GC_A3WC_01A,CHPF2_CSGALNACT2,0.06915
TCGA_GC_A3WC_01A,CHPF2_CSGALNACT1,0.05652
TCGA_GC_A3WC_01A,CYP1B1_MYOC,0.32129
TCGA_GC_A3WC_01A,FBN1_MYOC,0.54711
TCGA_GC_A3WC_01A,MYOC_OPTN,0.98925
TCGA_GC_A3WC_01A,MYOC_WDR36,0.46921
TCGA_GC_A3WC_01A,MYOC_OLFM3,0.14918
TCGA_GC_A3WC_01A,DPM2_PIGQ,0.11628
TCGA_GC_A3WC_01A,PIGA_PIGQ,0.10489
TCGA_GC_A3WC_01A,PIGC_PIGQ,0.13722
TCGA_GC_A3WC_01A,PIGH_PIGQ,0.11425
TCGA_GC_A3WC_01A,PIGL_PIGQ,0.09365
TCGA_GC_A3WC_01A,PIGP_PIGQ,0.14415
TCGA_GC_A3WC_01A,EXOC1_RALA,0.91623
TCGA_GC_A3WC_01A,EXOC2_RALA,1.03074
TCGA_GC_A3WC_01A,EXOC4_RALA,0.95451
TCGA_GC_A3WC_01A,EXOC5_RALA,0.87883
TCGA_GC_A3WC_01A,EXOC8_RALA,0.89748
TCGA_GC_A3WC_01A,MAPK8_RALA,0.70209
TCGA_GC_A3WC_01A,MAPK9_RALA,0.82483
TCGA_GC_A3WC_01A,PLD1_RALA,0.82058
TCGA_GC_A3WC_01A,PLD2_RALA,0.98697
TCGA_GC_A3WC_01A,RAC2_RALA,1.09764
TCGA_GC_A3WC_01A,RAC3_RALA,0.77733
TCGA_GC_A3WC_01A,RALA_RHOA,1.23448
TCGA_GC_A3WC_01A,RALA_RASA1,0.95804
TCGA_GC_A3WC_01A,RALA_RALBP1,1.05962
TCGA_GC_A3WC_01A,RALA_RALB,1.16169
TCGA_GC_A3WC_01A,RALA_RGL2,1.13633
TCGA_GC_A3WC_01A,RALA_RALGDS,0.88887
TCGA_GC_A3WC_01A,RALA_RGL1,0.89569
TCGA_GC_A3WC_01A,FBXW7_USP28,1.04601
TCGA_GC_A3WC_01A,MYC_USP28,2.44279
TCGA_GC_A3WC_01A,TP53BP1_USP28,1.56589
TCGA_GC_A3WC_01A,UBB_USP28,2.51099
TCGA_GC_A3WC_01A,UBC_USP28,3.05232
TCGA_GC_A3WC_01A,FPR3_HEBP1,0.11622
TCGA_GC_A3WC_01A,FUCA1_FUCA2,0.14124
TCGA_GC_A3WC_01A,FYB1_SKAP2,1.42213
TCGA_GC_A3WC_01A,ITGA4_SKAP2,0.94997
TCGA_GC_A3WC_01A,ITGB1_SKAP2,1.61608
TCGA_GC_A3WC_01A,GGA1_M6PR,0.01933
TCGA_GC_A3WC_01A,GGA2_M6PR,0.01046
TCGA_GC_A3WC_01A,GGA3_M6PR,0.03111
TCGA_GC_A3WC_01A,IGF2R_M6PR,0.03649
TCGA_GC_A3WC_01A,GPN1_RPAP3,1.39681
TCGA_GC_A3WC_01A,PDRG1_RPAP3,1.52639
TCGA_GC_A3WC_01A,PFDN2_RPAP3,2.62438
TCGA_GC_A3WC_01A,PFDN6_RPAP3,1.60314
TCGA_GC_A3WC_01A,PIH1D1_RPAP3,1.70752
TCGA_GC_A3WC_01A,PIH1D2_RPAP3,0.72078
TCGA_GC_A3WC_01A,POLR2E_RPAP3,2.1563
TCGA_GC_A3WC_01A,POLR2J_RPAP3,1.97095
TCGA_GC_A3WC_01A,RPAP1_RPAP3,1.30398
TCGA_GC_A3WC_01A,RPAP2_RPAP3,1.06447
TCGA_GC_A3WC_01A,RPAP3_RUVBL1,1.71096
TCGA_GC_A3WC_01A,RPAP3_URI1,1.71762
TCGA_GC_A3WC_01A,RPAP3_RUVBL2,1.84808
TCGA_GC_A3WC_01A,RPAP3_TARBP2,1.30161
TCGA_GC_A3WC_01A,RPAP3_WDR92,1.10609
TCGA_GC_A3WC_01A,RPAP3_UXT,1.75589
TCGA_GC_A3WC_01A,GRB2_MAP4K5,0.97449
TCGA_GC_A3WC_01A,PGLYRP1_TREM1,0.08905
TCGA_GC_A3WC_01A,HSPA9_PDK4,0.05997
TCGA_GC_A3WC_01A,MS4A12_MS4A4E,0.00836
TCGA_GC_A3WC_01A,MZB1_TNFRSF17,0.04783
TCGA_GC_A3WC_01A,TNFRSF13B_TNFRSF17,0.0566
TCGA_GC_A3WC_01A,TNFRSF13C_TNFRSF17,0.06659
TCGA_GC_A3WC_01A,TNFRSF17_TNFSF13,0.07965
TCGA_GC_A3WC_01A,TNFRSF17_TNFSF13B,0.07724
TCGA_GC_A3WC_01A,NDUFAF5_NDUFAF7,0.03951
TCGA_GC_A3WC_01A,NDUFAF7_NDUFS2,0.06333
TCGA_GC_A3WC_01A,NRP1_SEMA3F,1.79124
TCGA_GC_A3WC_01A,NRP2_SEMA3F,1.24458
TCGA_GC_A3WC_01A,PLXNA1_SEMA3F,1.66415
TCGA_GC_A3WC_01A,PLXNA3_SEMA3F,0.86987
TCGA_GC_A3WC_01A,RAB1A_TRAPPC6A,0.29417
TCGA_GC_A3WC_01A,TRAPPC1_TRAPPC6A,0.27205
TCGA_GC_A3WC_01A,TRAPPC10_TRAPPC6A,0.17599
TCGA_GC_A3WC_01A,TRAPPC11_TRAPPC6A,0.19789
TCGA_GC_A3WC_01A,TRAPPC12_TRAPPC6A,0.19658
TCGA_GC_A3WC_01A,TRAPPC13_TRAPPC6A,0.17871
TCGA_GC_A3WC_01A,TRAPPC2_TRAPPC6A,0.17799
TCGA_GC_A3WC_01A,TRAPPC2B_TRAPPC6A,0.16716
TCGA_GC_A3WC_01A,TRAPPC2L_TRAPPC6A,0.2318
TCGA_GC_A3WC_01A,TRAPPC3_TRAPPC6A,0.28002
TCGA_GC_A3WC_01A,TRAPPC3L_TRAPPC6A,0.11397
TCGA_GC_A3WC_01A,TRAPPC4_TRAPPC6A,0.25984
TCGA_GC_A3WC_01A,TRAPPC5_TRAPPC6A,0.14418
TCGA_GC_A3WC_01A,TRAPPC6A_TRAPPC8,0.24377
TCGA_GC_A3WC_01A,TRAPPC6A_TRAPPC6B,0.17466
TCGA_GC_A3WC_01A,TRAPPC6A_TRAPPC9,0.23593
TCGA_GC_A3WC_01A,SLC3A1_SLC7A9,0.03265
TCGA_GC_A3WC_01A,SLC3A2_SLC7A9,0.1644
TCGA_GC_A3WC_01A,STAR_STARD3NL,0.07521
TCGA_GC_A3WC_01A,STARD3_STARD3NL,0.15959
TCGA_GC_A3WC_01A,STARD3NL_VAPA,0.16221
TCGA_GC_A3WC_01A,TSR2_TSR3,0.24786
TCGA_K4_A54R_11A,AANAT_INMT,0.37628
TCGA_K4_A54R_11A,AOC1_INMT,0.44284
TCGA_K4_A54R_11A,DDC_INMT,0.35725
TCGA_K4_A54R_11A,IDO1_INMT,0.93853
TCGA_K4_A54R_11A,IDO2_INMT,0.38061
TCGA_K4_A54R_11A,INMT_MAOB,0.943
TCGA_K4_A54R_11A,INMT_MAOA,1.52314
TCGA_K4_A54R_11A,ACAN_DCN,1.64627
TCGA_K4_A54R_11A,BGN_DCN,3.20935
TCGA_K4_A54R_11A,CCN2_DCN,3.22432
TCGA_K4_A54R_11A,COL14A1_DCN,2.60009
TCGA_K4_A54R_11A,COL1A1_DCN,3.14528
TCGA_K4_A54R_11A,COL1A2_DCN,3.20622
TCGA_K4_A54R_11A,COL3A1_DCN,3.16707
TCGA_K4_A54R_11A,DCN_FGF7,2.64062
TCGA_K4_A54R_11A,DCN_ERBB2,2.98123
TCGA_K4_A54R_11A,DCN_TLR4,2.63305
TCGA_K4_A54R_11A,DCN_MFAP2,1.94473
TCGA_K4_A54R_11A,DCN_VCAN,2.42935
TCGA_K4_A54R_11A,DCN_FGF5,1.43442
TCGA_K4_A54R_11A,DCN_FGF8,1.62717
TCGA_K4_A54R_11A,DCN_FBN1,2.49431
TCGA_K4_A54R_11A,DCN_EGFR,2.96159
TCGA_K4_A54R_11A,DCN_VTN,1.55312
TCGA_K4_A54R_11A,DCN_FGF17,1.57972
TCGA_K4_A54R_11A,DCN_SDC1,3.33654
TCGA_K4_A54R_11A,DCN_FGF22,1.47861
TCGA_K4_A54R_11A,DCN_LUM,3.43425
TCGA_K4_A54R_11A,DCN_ERBB4,1.68812
TCGA_K4_A54R_11A,DCN_FGF9,2.05685
TCGA_K4_A54R_11A,DCN_TGFB1,2.96397
TCGA_K4_A54R_11A,DCN_FN1,3.22895
TCGA_K4_A54R_11A,DCN_SPARC,3.11809
TCGA_K4_A54R_11A,DCN_FGF18,1.89774
TCGA_K4_A54R_11A,DCN_TLR2,2.52334
TCGA_K4_A54R_11A,DCN_FGF6,1.4443
TCGA_K4_A54R_11A,DCN_KDR,2.48644
TCGA_K4_A54R_11A,DCN_FGF20,1.47361
TCGA_K4_A54R_11A,DCN_EGF,1.68852
TCGA_K4_A54R_11A,DCN_FGF3,1.45879
TCGA_K4_A54R_11A,DCN_YBX1,3.40267
TCGA_K4_A54R_11A,DCN_MET,3.05295
TCGA_K4_A54R_11A,DCN_ERBB3,2.74005
TCGA_K4_A54R_11A,DCN_YBX3,2.93128
TCGA_K4_A54R_11A,DCN_FGF4,1.44331
TCGA_K4_A54R_11A,DCN_ELN,2.58175
TCGA_K4_A54R_11A,DCN_FMOD,2.57272
TCGA_K4_A54R_11A,DCN_P3H3,2.38025
TCGA_K4_A54R_11A,DCN_HSPG2,2.51041
TCGA_K4_A54R_11A,DCN_TGFB3,2.40533
TCGA_K4_A54R_11A,DCN_IGF1,1.84443
TCGA_K4_A54R_11A,DCN_FGF16,1.51657
TCGA_K4_A54R_11A,DCN_FGF10,1.79689
TCGA_K4_A54R_11A,ACY1_OTC,0.19641
TCGA_K4_A54R_11A,ARG1_OTC,0.20469
TCGA_K4_A54R_11A,ARG2_OTC,0.89416
TCGA_K4_A54R_11A,ASL_OTC,0.39908
TCGA_K4_A54R_11A,ASS1_OTC,1.65813
TCGA_K4_A54R_11A,CAD_OTC,0.43222
TCGA_K4_A54R_11A,CPS1_OTC,0.21728
TCGA_K4_A54R_11A,GBE1_OTC,0.57562
TCGA_K4_A54R_11A,NAGS_OTC,0.24397
TCGA_K4_A54R_11A,NOS1_OTC,0.18349
TCGA_K4_A54R_11A,NOS2_OTC,0.19067
TCGA_K4_A54R_11A,NOS3_OTC,0.42225
TCGA_K4_A54R_11A,OAT_OTC,0.72855
TCGA_K4_A54R_11A,ADCYAP1_SCTR,0.54942
TCGA_K4_A54R_11A,ANO6_SCTR,0.78021
TCGA_K4_A54R_11A,GNAS_SCTR,1.51419
TCGA_K4_A54R_11A,GNB1_SCTR,1.16121
TCGA_K4_A54R_11A,GNG2_SCTR,0.33806
TCGA_K4_A54R_11A,SCT_SCTR,0.26628
TCGA_K4_A54R_11A,SCTR_VIP,0.20468
TCGA_K4_A54R_11A,ADGRV1_USH1C,0.41868
TCGA_K4_A54R_11A,ANKS4B_USH1C,0.27768
TCGA_K4_A54R_11A,CDH23_USH1C,0.62173
TCGA_K4_A54R_11A,CDHR5_USH1C,0.2647
TCGA_K4_A54R_11A,MYO7A_USH1C,0.50791
TCGA_K4_A54R_11A,MYO7B_USH1C,0.30802
TCGA_K4_A54R_11A,PCDH15_USH1C,0.27851
TCGA_K4_A54R_11A,PDZD7_USH1C,0.35364
TCGA_K4_A54R_11A,USH1C_USH2A,0.28132
TCGA_K4_A54R_11A,USH1C_WHRN,0.69876
TCGA_K4_A54R_11A,USH1C_USHBP1,0.31067
TCGA_K4_A54R_11A,USH1C_USH1G,0.32033
TCGA_K4_A54R_11A,ADI1_MRI1,1.32504
TCGA_K4_A54R_11A,APIP_MRI1,1.0745
TCGA_K4_A54R_11A,ENOPH1_MRI1,1.60465
TCGA_K4_A54R_11A,MRI1_MTAP,0.94393
